state,column,EPA2018_WRI2018_ratio,status
North Dakota,emission_sub_industrial,1.309016,spliced
North Dakota,emission_sub_transportation,0.892779,spliced
North Dakota,emission_sub_fugitive,1.084188,spliced
Ohio,total_emissions_excluding_lucf,1.002445,spliced
Ohio,total_emissions_including_lucf,0.982084,spliced
Ohio,total_co2,0.962656,spliced
Ohio,total_ch4,1.81876,spliced
Ohio,total_n2o,0.862962,spliced
Ohio,total_f_gas,0.932254,spliced
Ohio,emission_by_energy,0.98234,spliced
Ohio,emission_by_industrial,0.420405,spliced
Ohio,emission_by_agriculture,0.822548,spliced
Ohio,emission_by_waste,1.268159,spliced
Ohio,emission_by_forestry,1.367926,spliced
Ohio,emission_sub_electric,1.023897,spliced
Ohio,emission_sub_commercial,0.966745,spliced
Ohio,emission_sub_residential,0.980134,spliced
Ohio,emission_sub_industrial,0.794895,spliced
Ohio,emission_sub_transportation,0.978652,spliced
Ohio,emission_sub_fugitive,4.169999,spliced
Oklahoma,total_emissions_excluding_lucf,1.087776,spliced
Oklahoma,total_emissions_including_lucf,1.097255,spliced
Oklahoma,total_co2,0.988562,spliced
Oklahoma,total_ch4,1.37755,spliced
Oklahoma,total_n2o,1.370078,spliced
Oklahoma,total_f_gas,1.12927,spliced
Oklahoma,emission_by_energy,0.903706,spliced
Oklahoma,emission_by_industrial,0.962694,spliced
Oklahoma,emission_by_agriculture,1.052297,spliced
Oklahoma,emission_by_waste,1.119062,spliced
Oklahoma,emission_by_forestry,0.960174,spliced
Oklahoma,emission_sub_electric,1.021755,spliced
Oklahoma,emission_sub_commercial,0.966971,spliced
Oklahoma,emission_sub_residential,0.987247,spliced
Oklahoma,emission_sub_industrial,0.850991,spliced
Oklahoma,emission_sub_transportation,0.946127,spliced
Oklahoma,emission_sub_fugitive,2.047834,spliced
Oregon,total_emissions_excluding_lucf,1.007347,spliced
Oregon,total_emissions_including_lucf,4.066225,spliced
Oregon,total_co2,0.982868,spliced
Oregon,total_ch4,1.310469,spliced
Oregon,total_n2o,1.151753,spliced
Oregon,total_f_gas,0.746737,spliced
Oregon,emission_by_energy,0.993953,spliced
Oregon,emission_by_industrial,0.286884,spliced
Oregon,emission_by_agriculture,1.082692,spliced
Oregon,emission_by_waste,1.474465,spliced
Oregon,emission_by_forestry,0.827595,spliced
Oregon,emission_sub_electric,1.002136,spliced
Oregon,emission_sub_commercial,0.946949,spliced
Oregon,emission_sub_residential,0.921974,spliced
Oregon,emission_sub_industrial,0.939656,spliced
Oregon,emission_sub_transportation,0.984472,spliced
Oregon,emission_sub_fugitive,148.880056,spliced
Pennsylvania,total_emissions_excluding_lucf,1.052722,spliced
Pennsylvania,total_emissions_including_lucf,1.051281,spliced
Pennsylvania,total_co2,0.95799,spliced
Pennsylvania,total_ch4,1.90312,spliced
Pennsylvania,total_n2o,1.062934,spliced
Pennsylvania,total_f_gas,1.112873,spliced
Pennsylvania,emission_by_energy,0.915928,spliced
Pennsylvania,emission_by_industrial,0.498745,spliced
Pennsylvania,emission_by_agriculture,0.974137,spliced
Pennsylvania,emission_by_waste,1.580385,spliced
Pennsylvania,emission_by_forestry,1.064233,spliced
Pennsylvania,emission_sub_electric,1.020015,spliced
Pennsylvania,emission_sub_commercial,0.960329,spliced
Pennsylvania,emission_sub_residential,0.944297,spliced
Pennsylvania,emission_sub_industrial,0.77551,spliced
Pennsylvania,emission_sub_transportation,0.961938,spliced
Pennsylvania,emission_sub_fugitive,2.450307,spliced
Rhode Island,total_emissions_excluding_lucf,0.974665,spliced
Rhode Island,total_emissions_including_lucf,1.017312,spliced
Rhode Island,total_co2,0.951419,spliced
Rhode Island,total_ch4,2.124346,spliced
Rhode Island,total_n2o,1.585101,spliced
Rhode Island,total_f_gas,0.932695,spliced
Rhode Island,emission_by_energy,0.96681,spliced
Rhode Island,emission_by_industrial,0.203499,spliced
Rhode Island,emission_by_agriculture,0.637846,spliced
Rhode Island,emission_by_waste,1.662338,spliced
Rhode Island,emission_by_forestry,0.486039,spliced
Rhode Island,emission_sub_electric,0.994792,spliced
Rhode Island,emission_sub_commercial,0.958691,spliced
Rhode Island,emission_sub_residential,0.931375,spliced
Rhode Island,emission_sub_industrial,1.006309,spliced
Rhode Island,emission_sub_transportation,0.95746,spliced
Rhode Island,emission_sub_fugitive,1.0,"NO OVERLAP (WRI2018=0.0, EPA2018=0.1413); left untouched"
South Carolina,total_emissions_excluding_lucf,1.00435,spliced
South Carolina,total_emissions_including_lucf,1.063619,spliced
South Carolina,total_co2,0.982973,spliced
South Carolina,total_ch4,1.436108,spliced
South Carolina,total_n2o,1.188754,spliced
South Carolina,total_f_gas,0.985267,spliced
South Carolina,emission_by_energy,1.00837,spliced
South Carolina,emission_by_industrial,0.539539,spliced
South Carolina,emission_by_agriculture,0.971362,spliced
South Carolina,emission_by_waste,1.285174,spliced
South Carolina,emission_by_forestry,0.862818,spliced
South Carolina,emission_sub_electric,1.021535,spliced
South Carolina,emission_sub_commercial,0.948941,spliced
South Carolina,emission_sub_residential,1.020233,spliced
South Carolina,emission_sub_industrial,0.889491,spliced
South Carolina,emission_sub_transportation,0.97946,spliced
South Carolina,emission_sub_fugitive,1.0,"NO OVERLAP (WRI2018=0.0, EPA2018=0.6996); left untouched"
South Dakota,total_emissions_excluding_lucf,1.065563,spliced
South Dakota,total_emissions_including_lucf,1.178488,spliced
South Dakota,total_co2,1.022586,spliced
South Dakota,total_ch4,1.086881,spliced
South Dakota,total_n2o,1.095155,spliced
South Dakota,total_f_gas,1.06574,spliced
South Dakota,emission_by_energy,1.057833,spliced
South Dakota,emission_by_industrial,1.0,"NO OVERLAP (WRI2018=1.142577611, EPA2018=-0.2147); left untouched"
South Dakota,emission_by_agriculture,1.091453,spliced
South Dakota,emission_by_waste,1.551126,spliced
South Dakota,emission_by_forestry,1.0,"NO OVERLAP (WRI2018=-4.049822788, EPA2018=0.0478); left untouched"
South Dakota,emission_sub_electric,1.015866,spliced
South Dakota,emission_sub_commercial,0.974747,spliced
South Dakota,emission_sub_residential,0.974835,spliced
South Dakota,emission_sub_industrial,0.989965,spliced
South Dakota,emission_sub_transportation,1.013338,spliced
South Dakota,emission_sub_fugitive,10.517386,spliced
Tennessee,total_emissions_excluding_lucf,0.93053,spliced
Tennessee,total_emissions_including_lucf,0.828738,spliced
Tennessee,total_co2,0.926199,spliced
Tennessee,total_ch4,1.229465,spliced
Tennessee,total_n2o,0.704652,spliced
Tennessee,total_f_gas,0.941531,spliced
Tennessee,emission_by_energy,0.962685,spliced
Tennessee,emission_by_industrial,0.290565,spliced
Tennessee,emission_by_agriculture,0.755225,spliced
Tennessee,emission_by_waste,1.052043,spliced
Tennessee,emission_by_forestry,1.268386,spliced
Tennessee,emission_sub_electric,1.027081,spliced
Tennessee,emission_sub_commercial,0.96206,spliced
Tennessee,emission_sub_residential,0.985296,spliced
Tennessee,emission_sub_industrial,0.842903,spliced
Tennessee,emission_sub_transportation,0.934021,spliced
Tennessee,emission_sub_fugitive,18.206466,spliced
Texas,total_emissions_excluding_lucf,0.964154,spliced
Texas,total_emissions_including_lucf,0.943566,spliced
Texas,total_co2,0.940926,spliced
Texas,total_ch4,0.999467,spliced
Texas,total_n2o,1.523736,spliced
Texas,total_f_gas,0.967746,spliced
Texas,emission_by_energy,0.880838,spliced
Texas,emission_by_industrial,1.260834,spliced
Texas,emission_by_agriculture,1.205872,spliced
Texas,emission_by_waste,1.043443,spliced
Texas,emission_by_forestry,1.65946,spliced
Texas,emission_sub_electric,1.001567,spliced
Texas,emission_sub_commercial,0.965619,spliced
Texas,emission_sub_residential,0.992581,spliced
Texas,emission_sub_industrial,0.860311,spliced
Texas,emission_sub_transportation,0.833854,spliced
Texas,emission_sub_fugitive,1.139215,spliced
Utah,total_emissions_excluding_lucf,1.059981,spliced
Utah,total_emissions_including_lucf,1.139321,spliced
Utah,total_co2,1.022006,spliced
Utah,total_ch4,1.247967,spliced
Utah,total_n2o,1.656432,spliced
Utah,total_f_gas,1.050833,spliced
Utah,emission_by_energy,0.985163,spliced
Utah,emission_by_industrial,0.638163,spliced
Utah,emission_by_agriculture,1.212402,spliced
Utah,emission_by_waste,1.186167,spliced
Utah,emission_by_forestry,1.0,"NO OVERLAP (WRI2018=-2.242966357, EPA2018=3.0826); left untouched"
Utah,emission_sub_electric,1.032577,spliced
Utah,emission_sub_commercial,0.974502,spliced
Utah,emission_sub_residential,0.984388,spliced
Utah,emission_sub_industrial,0.982606,spliced
Utah,emission_sub_transportation,0.984938,spliced
Utah,emission_sub_fugitive,1.631901,spliced
Vermont,total_emissions_excluding_lucf,1.059111,spliced
Vermont,total_emissions_including_lucf,1.212626,spliced
Vermont,total_co2,0.994085,spliced
Vermont,total_ch4,1.273247,spliced
Vermont,total_n2o,0.884503,spliced
Vermont,total_f_gas,1.825122,spliced
Vermont,emission_by_energy,0.969901,spliced
Vermont,emission_by_industrial,0.574956,spliced
Vermont,emission_by_agriculture,1.023586,spliced
Vermont,emission_by_waste,2.172708,spliced
Vermont,emission_by_forestry,0.996656,spliced
Vermont,emission_sub_electric,0.267057,spliced
Vermont,emission_sub_commercial,0.934351,spliced
Vermont,emission_sub_residential,0.858037,spliced
Vermont,emission_sub_industrial,0.900164,spliced
Vermont,emission_sub_transportation,0.990789,spliced
Vermont,emission_sub_fugitive,1.0,"NO OVERLAP (WRI2018=0.0, EPA2018=0.0305); left untouched"
Virginia,total_emissions_excluding_lucf,1.022612,spliced
Virginia,total_emissions_including_lucf,1.154399,spliced
Virginia,total_co2,0.998877,spliced
Virginia,total_ch4,1.28169,spliced
Virginia,total_n2o,1.048458,spliced
Virginia,total_f_gas,0.903024,spliced
Virginia,emission_by_energy,0.972722,spliced
Virginia,emission_by_industrial,0.459864,spliced
Virginia,emission_by_agriculture,0.896911,spliced
Virginia,emission_by_waste,1.512002,spliced
Virginia,emission_by_forestry,0.829246,spliced
Virginia,emission_sub_electric,1.004748,spliced
Virginia,emission_sub_commercial,0.953752,spliced
Virginia,emission_sub_residential,0.962395,spliced
Virginia,emission_sub_industrial,0.758815,spliced
Virginia,emission_sub_transportation,1.05844,spliced
Virginia,emission_sub_fugitive,1.26907,spliced
Washington,total_emissions_excluding_lucf,0.924824,spliced
Washington,total_emissions_including_lucf,1.060948,spliced
Washington,total_co2,0.877664,spliced
Washington,total_ch4,1.227881,spliced
Washington,total_n2o,1.318913,spliced
Washington,total_f_gas,0.984514,spliced
Washington,emission_by_energy,0.882245,spliced
Washington,emission_by_industrial,0.312891,spliced
Washington,emission_by_agriculture,1.161137,spliced
Washington,emission_by_waste,1.27971,spliced
Washington,emission_by_forestry,0.645902,spliced
Washington,emission_sub_electric,1.007141,spliced
Washington,emission_sub_commercial,0.951072,spliced
Washington,emission_sub_residential,0.950267,spliced
Washington,emission_sub_industrial,0.948097,spliced
Washington,emission_sub_transportation,0.804215,spliced
Washington,emission_sub_fugitive,1.0,"NO OVERLAP (WRI2018=0.0, EPA2018=0.7667); left untouched"
West Virginia,total_emissions_excluding_lucf,1.078703,spliced
West Virginia,total_emissions_including_lucf,0.968622,spliced
West Virginia,total_co2,1.021538,spliced
West Virginia,total_ch4,1.259343,spliced
West Virginia,total_n2o,1.79858,spliced
West Virginia,total_f_gas,1.193063,spliced
West Virginia,emission_by_energy,0.83692,spliced
West Virginia,emission_by_industrial,0.473786,spliced
West Virginia,emission_by_agriculture,1.08751,spliced
West Virginia,emission_by_waste,0.84,spliced
West Virginia,emission_by_forestry,1.783239,spliced
West Virginia,emission_sub_electric,1.023435,spliced
West Virginia,emission_sub_commercial,0.962148,spliced
West Virginia,emission_sub_residential,0.945163,spliced
West Virginia,emission_sub_industrial,0.886729,spliced
West Virginia,emission_sub_transportation,1.026372,spliced
West Virginia,emission_sub_fugitive,1.406548,spliced
Wisconsin,total_emissions_excluding_lucf,1.035795,spliced
Wisconsin,total_emissions_including_lucf,1.006391,spliced
Wisconsin,total_co2,1.005301,spliced
Wisconsin,total_ch4,1.329313,spliced
Wisconsin,total_n2o,1.006231,spliced
Wisconsin,total_f_gas,0.949116,spliced
Wisconsin,emission_by_energy,1.008277,spliced
Wisconsin,emission_by_industrial,0.121995,spliced
Wisconsin,emission_by_agriculture,1.042572,spliced
Wisconsin,emission_by_waste,2.163425,spliced
Wisconsin,emission_by_forestry,1.207068,spliced
Wisconsin,emission_sub_electric,1.01608,spliced
Wisconsin,emission_sub_commercial,0.97304,spliced
Wisconsin,emission_sub_residential,0.967255,spliced
Wisconsin,emission_sub_industrial,0.969139,spliced
Wisconsin,emission_sub_transportation,1.00664,spliced
Wisconsin,emission_sub_fugitive,1.0,"NO OVERLAP (WRI2018=0.0, EPA2018=1.2549); left untouched"
Wyoming,total_emissions_excluding_lucf,1.052876,spliced
Wyoming,total_emissions_including_lucf,0.970104,spliced
Wyoming,total_co2,1.017239,spliced
Wyoming,total_ch4,1.041178,spliced
Wyoming,total_n2o,1.775274,spliced
Wyoming,total_f_gas,1.109059,spliced
Wyoming,emission_by_energy,0.861098,spliced
Wyoming,emission_by_industrial,0.774003,spliced
Wyoming,emission_by_agriculture,1.401023,spliced
Wyoming,emission_by_waste,0.558041,spliced
Wyoming,emission_by_forestry,0.310891,spliced
Wyoming,emission_sub_electric,1.018847,spliced
Wyoming,emission_sub_commercial,0.971767,spliced
Wyoming,emission_sub_residential,0.959656,spliced
Wyoming,emission_sub_industrial,0.94553,spliced
Wyoming,emission_sub_transportation,0.920296,spliced
Wyoming,emission_sub_fugitive,1.177001,spliced
District Of Columbia,total_emissions_excluding_lucf,1.125791,spliced
District Of Columbia,total_emissions_including_lucf,1.134614,spliced
District Of Columbia,total_co2,1.170567,spliced
District Of Columbia,total_ch4,1.284155,spliced
District Of Columbia,total_n2o,2.221287,spliced
District Of Columbia,total_f_gas,0.757959,spliced
District Of Columbia,emission_by_energy,1.261642,spliced
District Of Columbia,emission_by_industrial,0.144936,spliced
District Of Columbia,emission_by_agriculture,1.0,"NO OVERLAP (WRI2018=0.0, EPA2018=0.0014); left untouched"
District Of Columbia,emission_by_waste,0.934592,spliced
District Of Columbia,emission_by_forestry,0.59023,spliced
District Of Columbia,emission_sub_electric,1.0,"NO OVERLAP (WRI2018=0.0, EPA2018=0.0001); left untouched"
District Of Columbia,emission_sub_commercial,0.983672,spliced
District Of Columbia,emission_sub_residential,0.984378,spliced
District Of Columbia,emission_sub_industrial,1.138782,spliced
District Of Columbia,emission_sub_transportation,1.683995,spliced
District Of Columbia,emission_sub_fugitive,1.0,"NO OVERLAP (WRI2018=0.0, EPA2018=0.0534); left untouched"
United States,total_emissions_excluding_lucf,n/a (sum of states),national = column-wise sum of states
United States,total_emissions_including_lucf,n/a (sum of states),national = column-wise sum of states
United States,total_co2,n/a (sum of states),national = column-wise sum of states
United States,total_ch4,n/a (sum of states),national = column-wise sum of states
United States,total_n2o,n/a (sum of states),national = column-wise sum of states
United States,total_f_gas,n/a (sum of states),national = column-wise sum of states
United States,emission_by_energy,n/a (sum of states),national = column-wise sum of states
United States,emission_by_industrial,n/a (sum of states),national = column-wise sum of states
United States,emission_by_agriculture,n/a (sum of states),national = column-wise sum of states
United States,emission_by_waste,n/a (sum of states),national = column-wise sum of states
United States,emission_by_forestry,n/a (sum of states),national = column-wise sum of states
United States,emission_sub_electric,n/a (sum of states),national = column-wise sum of states
United States,emission_sub_commercial,n/a (sum of states),national = column-wise sum of states
United States,emission_sub_residential,n/a (sum of states),national = column-wise sum of states
United States,emission_sub_industrial,n/a (sum of states),national = column-wise sum of states
United States,emission_sub_transportation,n/a (sum of states),national = column-wise sum of states
United States,emission_sub_fugitive,n/a (sum of states),national = column-wise sum of states
